都道府県,性別,年齢階級,転出超過数,人口,転出超過率(%)
島根県,総数,60歳～64歳,56,43691,0.1282
島根県,総数,65歳～69歳,13,50085,0.026
島根県,総数,70歳～74歳,12,55306,0.0217
島根県,総数,75歳～79歳,13,39014,0.0333
島根県,総数,80歳～84歳,-17,33545,-0.0507
島根県,総数,85歳～89歳,-42,28547,-0.1471
島根県,総数,90歳以上,-77,21384,-0.3601
島根県,男,0歳～4歳,13,12586,0.1033
島根県,男,5歳～9歳,9,14518,0.062
島根県,男,10歳～14歳,-17,14898,-0.1141
島根県,男,15歳～19歳,-252,15814,-1.5935
島根県,男,20歳～24歳,-466,12626,-3.6908
島根県,男,25歳～29歳,-153,13770,-1.1111
島根県,男,30歳～34歳,-58,15493,-0.3744
島根県,男,35歳～39歳,-9,17925,-0.0502
島根県,男,40歳～44歳,4,20923,0.0191
島根県,男,45歳～49歳,9,22901,0.0393
島根県,男,50歳～54歳,14,19307,0.0725
島根県,男,55歳～59歳,23,19482,0.1181
島根県,男,60歳～64歳,47,21817,0.2154
島根県,男,65歳～69歳,15,24924,0.0602
島根県,男,70歳～74歳,10,26855,0.0372
島根県,男,75歳～79歳,11,17147,0.0642
島根県,男,80歳～84歳,8,13252,0.0604
島根県,男,85歳～89歳,-11,9820,-0.112
島根県,男,90歳以上,-13,5063,-0.2568
島根県,女,0歳～4歳,15,11810,0.127
島根県,女,5歳～9歳,-11,13586,-0.081
島根県,女,10歳～14歳,-18,14243,-0.1264
島根県,女,15歳～19歳,-215,13999,-1.5358
島根県,女,20歳～24歳,-465,11553,-4.0249
島根県,女,25歳～29歳,-36,12838,-0.2804
島根県,女,30歳～34歳,-13,14761,-0.0881
島根県,女,35歳～39歳,-14,17190,-0.0814
島根県,女,40歳～44歳,-28,19586,-0.143
島根県,女,45歳～49歳,-26,21804,-0.1192
島根県,女,50歳～54歳,16,19012,0.0842
島根県,女,55歳～59歳,-1,19981,-0.005
島根県,女,60歳～64歳,9,21874,0.0411
島根県,女,65歳～69歳,-2,25161,-0.0079
島根県,女,70歳～74歳,2,28451,0.007
島根県,女,75歳～79歳,2,21867,0.0091
島根県,女,80歳～84歳,-25,20293,-0.1232
島根県,女,85歳～89歳,-31,18727,-0.1655
島根県,女,90歳以上,-64,16321,-0.3921
岡山県,総数,0歳～4歳,-137,69216,-0.1979
岡山県,総数,5歳～9歳,-38,78058,-0.0487
岡山県,総数,10歳～14歳,-21,82078,-0.0256
岡山県,総数,15歳～19歳,-615,88431,-0.6955
岡山県,総数,20歳～24歳,-2910,88060,-3.3046
岡山県,総数,25歳～29歳,-1443,83963,-1.7186
岡山県,総数,30歳～34歳,-532,90593,-0.5872
岡山県,総数,35歳～39歳,-144,101460,-0.1419
岡山県,総数,40歳～44歳,-108,115167,-0.0938
岡山県,総数,45歳～49歳,6,136967,0.0044
岡山県,総数,50歳～54歳,35,113152,0.0309
岡山県,総数,55歳～59歳,127,105710,0.1201
岡山県,総数,60歳～64歳,129,108891,0.1185
岡山県,総数,65歳～69歳,123,119937,0.1026
岡山県,総数,70歳～74歳,49,141395,0.0347
岡山県,総数,75歳～79歳,-28,109701,-0.0255
岡山県,総数,80歳～84歳,-31,81421,-0.0381
岡山県,総数,85歳～89歳,-20,62345,-0.0321
岡山県,総数,90歳以上,-36,43192,-0.0833
岡山県,男,0歳～4歳,-114,35280,-0.3231
岡山県,男,5歳～9歳,-24,40117,-0.0598
岡山県,男,10歳～14歳,-10,42527,-0.0235
岡山県,男,15歳～19歳,-345,45167,-0.7638
岡山県,男,20歳～24歳,-1306,44168,-2.9569
岡山県,男,25歳～29歳,-636,42628,-1.492
岡山県,男,30歳～34歳,-233,45373,-0.5135
岡山県,男,35歳～39歳,-100,50602,-0.1976
岡山県,男,40歳～44歳,-65,57847,-0.1124
岡山県,男,45歳～49歳,6,68339,0.0088
岡山県,男,50歳～54歳,46,55488,0.0829
岡山県,男,55歳～59歳,50,51515,0.0971
岡山県,男,60歳～64歳,76,52780,0.144
岡山県,男,65歳～69歳,86,58063,0.1481
岡山県,男,70歳～74歳,35,66474,0.0527
岡山県,男,75歳～79歳,4,49163,0.0081
岡山県,男,80歳～84歳,-16,33582,-0.0476
岡山県,男,85歳～89歳,-4,21951,-0.0182
岡山県,男,90歳以上,-21,10681,-0.1966
岡山県,女,0歳～4歳,-23,33936,-0.0678
岡山県,女,5歳～9歳,-14,37941,-0.0369
岡山県,女,10歳～14歳,-11,39551,-0.0278
岡山県,女,15歳～19歳,-270,43264,-0.6241
岡山県,女,20歳～24歳,-1604,43892,-3.6544
岡山県,女,25歳～29歳,-807,41335,-1.9523
岡山県,女,30歳～34歳,-299,45220,-0.6612
岡山県,女,35歳～39歳,-44,50858,-0.0865
岡山県,女,40歳～44歳,-43,57320,-0.075
岡山県,女,45歳～49歳,0,68628,-0.0
岡山県,女,50歳～54歳,-11,57664,-0.0191
岡山県,女,55歳～59歳,77,54195,0.1421
岡山県,女,60歳～64歳,53,56111,0.0945
岡山県,女,65歳～69歳,37,61874,0.0598
岡山県,女,70歳～74歳,14,74921,0.0187
岡山県,女,75歳～79歳,-32,60538,-0.0529
岡山県,女,80歳～84歳,-15,47839,-0.0314
岡山県,女,85歳～89歳,-16,40394,-0.0396
岡山県,女,90歳以上,-15,32511,-0.0461
広島県,総数,0歳～4歳,-233,105103,-0.2217
広島県,総数,5歳～9歳,-203,121639,-0.1669
広島県,総数,10歳～14歳,-137,125936,-0.1088
広島県,総数,15歳～19歳,-753,128376,-0.5866
広島県,総数,20歳～24歳,-4294,127079,-3.379
広島県,総数,25歳～29歳,-1693,128946,-1.313
広島県,総数,30歳～34歳,-797,140529,-0.5671
広島県,総数,35歳～39歳,-553,156431,-0.3535
広島県,総数,40歳～44歳,-252,179628,-0.1403
広島県,総数,45歳～49歳,-287,214946,-0.1335
広島県,総数,50歳～54歳,-213,181003,-0.1177
広島県,総数,55歳～59歳,-104,163281,-0.0637
広島県,総数,60歳～64歳,-85,159835,-0.0532
広島県,総数,65歳～69歳,-40,179410,-0.0223
広島県,総数,70歳～74歳,-50,210493,-0.0238
広島県,総数,75歳～79歳,-68,161842,-0.042
広島県,総数,80歳～84歳,-69,116963,-0.059
広島県,総数,85歳～89歳,-69,84035,-0.0821
広島県,総数,90歳以上,-21,59188,-0.0355
広島県,男,0歳～4歳,-93,53805,-0.1728
広島県,男,5歳～9歳,-136,62108,-0.219
広島県,男,10歳～14歳,-63,64492,-0.0977
広島県,男,15歳～19歳,-208,66146,-0.3145
広島県,男,20歳～24歳,-1958,65418,-2.9931
広島県,男,25歳～29歳,-1028,66824,-1.5384
広島県,男,30歳～34歳,-478,72427,-0.66
広島県,男,35歳～39歳,-251,79203,-0.3169
広島県,男,40歳～44歳,-108,90158,-0.1198
広島県,男,45歳～49歳,-154,107659,-0.143
広島県,男,50歳～54歳,-115,89958,-0.1278
広島県,男,55歳～59歳,-76,80276,-0.0947
広島県,男,60歳～64歳,-58,77638,-0.0747
広島県,男,65歳～69歳,-13,86629,-0.015
広島県,男,70歳～74歳,-21,99329,-0.0211
広島県,男,75歳～79歳,-35,72246,-0.0484
広島県,男,80歳～84歳,-10,48450,-0.0206
広島県,男,85歳～89歳,-24,29103,-0.0825
広島県,男,90歳以上,-3,14548,-0.0206
広島県,女,0歳～4歳,-140,51298,-0.2729
広島県,女,5歳～9歳,-67,59531,-0.1125
広島県,女,10歳～14歳,-74,61444,-0.1204
広島県,女,15歳～19歳,-545,62230,-0.8758
広島県,女,20歳～24歳,-2336,61661,-3.7885
広島県,女,25歳～29歳,-665,62122,-1.0705
広島県,女,30歳～34歳,-319,68102,-0.4684
広島県,女,35歳～39歳,-302,77228,-0.391
広島県,女,40歳～44歳,-144,89470,-0.1609
広島県,女,45歳～49歳,-133,107287,-0.124
広島県,女,50歳～54歳,-98,91045,-0.1076
広島県,女,55歳～59歳,-28,83005,-0.0337
広島県,女,60歳～64歳,-27,82197,-0.0328
広島県,女,65歳～69歳,-27,92781,-0.0291
広島県,女,70歳～74歳,-29,111164,-0.0261
広島県,女,75歳～79歳,-33,89596,-0.0368
広島県,女,80歳～84歳,-59,68513,-0.0861
広島県,女,85歳～89歳,-45,54932,-0.0819
広島県,女,90歳以上,-18,44640,-0.0403
山口県,総数,0歳～4歳,-30,44446,-0.0675
山口県,総数,5歳～9歳,-5,52581,-0.0095
山口県,総数,10歳～14歳,-89,56581,-0.1573
山口県,総数,15歳～19歳,-403,58552,-0.6883
山口県,総数,20歳～24歳,-2630,53248,-4.9392
山口県,総数,25歳～29歳,-1069,51771,-2.0649
山口県,総数,30歳～34歳,-396,58162,-0.6809
山口県,総数,35歳～39歳,-105,68616,-0.153
山口県,総数,40歳～44歳,-119,80443,-0.1479
山口県,総数,45歳～49歳,-85,95557,-0.089
山口県,総数,50歳～54歳,49,81573,0.0601
山口県,総数,55歳～59歳,18,77754,0.0231
山口県,総数,60歳～64歳,137,84316,0.1625
山口県,総数,65歳～69歳,72,100105,0.0719
山口県,総数,70歳～74歳,8,116908,0.0068
山口県,総数,75歳～79歳,-26,88192,-0.0295
山口県,総数,80歳～84歳,-68,68303,-0.0996
山口県,総数,85歳～89歳,-88,51618,-0.1705
山口県,総数,90歳以上,-78,34831,-0.2239
山口県,男,0歳～4歳,-10,22732,-0.044
山口県,男,5歳～9歳,7,27100,0.0258
山口県,男,10歳～14歳,-33,28875,-0.1143
山口県,男,15歳～19歳,-116,30196,-0.3842
山口県,男,20歳～24歳,-1109,27556,-4.0245
山口県,男,25歳～29歳,-528,26916,-1.9617
山口県,男,30歳～34歳,-185,29802,-0.6208
山口県,男,35歳～39歳,-63,34419,-0.183
山口県,男,40歳～44歳,-88,40385,-0.2179
山口県,男,45歳～49歳,-16,48189,-0.0332
山口県,男,50歳～54歳,49,39301,0.1247
山口県,男,55歳～59歳,17,37457,0.0454
山口県,男,60歳～64歳,103,40351,0.2553
山口県,男,65歳～69歳,69,48226,0.1431
山口県,男,70歳～74歳,14,54095,0.0259
山口県,男,75歳～79歳,7,38151,0.0183
山口県,男,80歳～84歳,-10,26962,-0.0371
山口県,男,85歳～89歳,-23,17354,-0.1325
山口県,男,90歳以上,-16,8246,-0.194
山口県,女,0歳～4歳,-20,21714,-0.0921
山口県,女,5歳～9歳,-12,25481,-0.0471
山口県,女,10歳～14歳,-56,27706,-0.2021
山口県,女,15歳～19歳,-287,28356,-1.0121
山口県,女,20歳～24歳,-1521,25692,-5.9201
山口県,女,25歳～29歳,-541,24855,-2.1766
山口県,女,30歳～34歳,-211,28360,-0.744
山口県,女,35歳～39歳,-42,34197,-0.1228
山口県,女,40歳～44歳,-31,40058,-0.0774
山口県,女,45歳～49歳,-69,47368,-0.1457
山口県,女,50歳～54歳,0,42272,-0.0
山口県,女,55歳～59歳,1,40297,0.0025
山口県,女,60歳～64歳,34,43965,0.0773
山口県,女,65歳～69歳,3,51879,0.0058
山口県,女,70歳～74歳,-6,62813,-0.0096
山口県,女,75歳～79歳,-33,50041,-0.0659
山口県,女,80歳～84歳,-58,41341,-0.1403
山口県,女,85歳～89歳,-65,34264,-0.1897
山口県,女,90歳以上,-62,26585,-0.2332
徳島県,総数,0歳～4歳,-27,22651,-0.1192
徳島県,総数,5歳～9歳,-16,26431,-0.0605
徳島県,総数,10歳～14歳,-39,28047,-0.1391
徳島県,総数,15歳～19歳,-343,29342,-1.169
徳島県,総数,20歳～24歳,-1409,26878,-5.2422
徳島県,総数,25歳～29歳,-456,26312,-1.733
徳島県,総数,30歳～34歳,-79,31085,-0.2541
徳島県,総数,35歳～39歳,-132,37203,-0.3548
徳島県,総数,40歳～44歳,-40,42697,-0.0937
徳島県,総数,45歳～49歳,-12,48856,-0.0246
徳島県,総数,50歳～54歳,56,42543,0.1316
徳島県,総数,55歳～59歳,34,43262,0.0786
徳島県,総数,60歳～64歳,6,47479,0.0126
徳島県,総数,65歳～69歳,18,55523,0.0324
徳島県,総数,70歳～74歳,28,60151,0.0465
徳島県,総数,75歳～79歳,0,41978,-0.0
徳島県,総数,80歳～84歳,-6,34454,-0.0174
徳島県,総数,85歳～89歳,-28,27334,-0.1024
徳島県,総数,90歳以上,-2,18906,-0.0106
徳島県,男,0歳～4歳,-19,11657,-0.163
徳島県,男,5歳～9歳,0,13649,-0.0
徳島県,男,10歳～14歳,-11,14332,-0.0768
徳島県,男,15歳～19歳,-242,14967,-1.6169
徳島県,男,20歳～24歳,-618,13632,-4.5335
徳島県,男,25歳～29歳,-218,13522,-1.6122
徳島県,男,30歳～34歳,-38,15667,-0.2425
徳島県,男,35歳～39歳,-93,18632,-0.4991
徳島県,男,40歳～44歳,-42,21470,-0.1956
徳島県,男,45歳～49歳,-7,23876,-0.0293
徳島県,男,50歳～54歳,56,20584,0.2721
徳島県,男,55歳～59歳,13,20658,0.0629
徳島県,男,60歳～64歳,21,22914,0.0916
徳島県,男,65歳～69歳,19,26883,0.0707
徳島県,男,70歳～74歳,18,28956,0.0622
徳島県,男,75歳～79歳,14,18721,0.0748
徳島県,男,80歳～84歳,-4,13918,-0.0287
徳島県,男,85歳～89歳,-3,9385,-0.032
徳島県,男,90歳以上,0,4495,-0.0
徳島県,女,0歳～4歳,-8,10994,-0.0728
徳島県,女,5歳～9歳,-16,12782,-0.1252
徳島県,女,10歳～14歳,-28,13715,-0.2042
徳島県,女,15歳～19歳,-101,14375,-0.7026
徳島県,女,20歳～24歳,-791,13246,-5.9716
徳島県,女,25歳～29歳,-238,12790,-1.8608
徳島県,女,30歳～34歳,-41,15418,-0.2659
徳島県,女,35歳～39歳,-39,18571,-0.21
徳島県,女,40歳～44歳,2,21227,0.0094
徳島県,女,45歳～49歳,-5,24980,-0.02
徳島県,女,50歳～54歳,0,21959,-0.0
徳島県,女,55歳～59歳,21,22604,0.0929
徳島県,女,60歳～64歳,-15,24565,-0.0611
徳島県,女,65歳～69歳,-1,28640,-0.0035
徳島県,女,70歳～74歳,10,31195,0.0321
徳島県,女,75歳～79歳,-14,23257,-0.0602
徳島県,女,80歳～84歳,-2,20536,-0.0097
徳島県,女,85歳～89歳,-25,17949,-0.1393
徳島県,女,90歳以上,-2,14411,-0.0139
香川県,総数,0歳～4歳,105,33402,0.3144
香川県,総数,5歳～9歳,40,38999,0.1026
香川県,総数,10歳～14歳,-52,41356,-0.1257
香川県,総数,15歳～19歳,-488,42535,-1.1473
香川県,総数,20歳～24歳,-1541,36475,-4.2248
香川県,総数,25歳～29歳,-418,39147,-1.0678
香川県,総数,30歳～34歳,-106,44731,-0.237
香川県,総数,35歳～39歳,36,51628,0.0697
香川県,総数,40歳～44歳,15,61339,0.0245
香川県,総数,45歳～49歳,-21,70820,-0.0297
香川県,総数,50歳～54歳,-28,58415,-0.0479
香川県,総数,55歳～59歳,86,54914,0.1566
香川県,総数,60歳～64歳,81,58052,0.1395
香川県,総数,65歳～69歳,45,65556,0.0686
香川県,総数,70歳～74歳,27,78076,0.0346
香川県,総数,75歳～79歳,30,54466,0.0551
香川県,総数,80歳～84歳,-11,42435,-0.0259
香川県,総数,85歳～89歳,-15,32904,-0.0456
香川県,総数,90歳以上,-23,23096,-0.0996
香川県,男,0歳～4歳,50,17054,0.2932
香川県,男,5歳～9歳,22,20064,0.1096
香川県,男,10歳～14歳,-33,21122,-0.1562
香川県,男,15歳～19歳,-234,22251,-1.0516
香川県,男,20歳～24歳,-723,18666,-3.8734
香川県,男,25歳～29歳,-246,20246,-1.2151
香川県,男,30歳～34歳,-63,22917,-0.2749
香川県,男,35歳～39歳,-23,25910,-0.0888
香川県,男,40歳～44歳,11,30771,0.0357
香川県,男,45歳～49歳,17,35600,0.0478
香川県,男,50歳～54歳,2,29088,0.0069
香川県,男,55歳～59歳,42,26860,0.1564
香川県,男,60歳～64歳,47,28124,0.1671
香川県,男,65歳～69歳,37,31556,0.1173
香川県,男,70歳～74歳,22,37128,0.0593
香川県,男,75歳～79歳,15,24387,0.0615
香川県,男,80歳～84歳,14,17545,0.0798
香川県,男,85歳～89歳,-6,11679,-0.0514
香川県,男,90歳以上,-1,6036,-0.0166
香川県,女,0歳～4歳,55,16348,0.3364
香川県,女,5歳～9歳,18,18935,0.0951
香川県,女,10歳～14歳,-19,20234,-0.0939
香川県,女,15歳～19歳,-254,20284,-1.2522
香川県,女,20歳～24歳,-818,17809,-4.5932
香川県,女,25歳～29歳,-172,18901,-0.91
香川県,女,30歳～34歳,-43,21814,-0.1971
香川県,女,35歳～39歳,59,25718,0.2294
香川県,女,40歳～44歳,4,30568,0.0131
香川県,女,45歳～49歳,-38,35220,-0.1079
香川県,女,50歳～54歳,-30,29327,-0.1023
香川県,女,55歳～59歳,44,28054,0.1568
香川県,女,60歳～64歳,34,29928,0.1136
香川県,女,65歳～69歳,8,34000,0.0235
香川県,女,70歳～74歳,5,40948,0.0122
香川県,女,75歳～79歳,15,30079,0.0499
香川県,女,80歳～84歳,-25,24890,-0.1004
香川県,女,85歳～89歳,-9,21225,-0.0424
香川県,女,90歳以上,-22,17060,-0.129
愛媛県,総数,0歳～4歳,53,43918,0.1207
愛媛県,総数,5歳～9歳,-58,52904,-0.1096
愛媛県,総数,10歳～14歳,-94,56942,-0.1651
愛媛県,総数,15歳～19歳,-969,56405,-1.7179
愛媛県,総数,20歳～24歳,-2530,48334,-5.2344
愛媛県,総数,25歳～29歳,-1160,51731,-2.2424
愛媛県,総数,30歳～34歳,-329,59466,-0.5533
愛媛県,総数,35歳～39歳,-292,69877,-0.4179
愛媛県,総数,40歳～44歳,-165,81256,-0.2031
愛媛県,総数,45歳～49歳,-114,95072,-0.1199
愛媛県,総数,50歳～54歳,-97,81435,-0.1191
愛媛県,総数,55歳～59歳,76,81987,0.0927
愛媛県,総数,60歳～64歳,149,86175,0.1729
愛媛県,総数,65歳～69歳,106,98259,0.1079
愛媛県,総数,70歳～74歳,-24,109484,-0.0219
愛媛県,総数,75歳～79歳,-25,79503,-0.0314
愛媛県,総数,80歳～84歳,-71,63726,-0.1114
愛媛県,総数,85歳～89歳,-68,48480,-0.1403
愛媛県,総数,90歳以上,-82,34827,-0.2354
愛媛県,男,0歳～4歳,35,22420,0.1561
愛媛県,男,5歳～9歳,-18,27306,-0.0659
愛媛県,男,10歳～14歳,-51,29079,-0.1754
愛媛県,男,15歳～19歳,-491,29330,-1.6741
愛媛県,男,20歳～24歳,-1026,24375,-4.2092
愛媛県,男,25歳～29歳,-564,26482,-2.1297
愛媛県,男,30歳～34歳,-188,29804,-0.6308
愛媛県,男,35歳～39歳,-180,34591,-0.5204
愛媛県,男,40歳～44歳,-78,40411,-0.193
愛媛県,男,45歳～49歳,-70,47041,-0.1488
愛媛県,男,50歳～54歳,-45,39284,-0.1146
愛媛県,男,55歳～59歳,72,39206,0.1836
愛媛県,男,60歳～64歳,98,41025,0.2389
愛媛県,男,65歳～69歳,87,46588,0.1867
愛媛県,男,70歳～74歳,2,51244,0.0039
愛媛県,男,75歳～79歳,1,34534,0.0029
愛媛県,男,80歳～84歳,-22,25374,-0.0867
愛媛県,男,85歳～89歳,-7,16587,-0.0422
愛媛県,男,90歳以上,-19,8550,-0.2222
愛媛県,女,0歳～4歳,18,21498,0.0837
愛媛県,女,5歳～9歳,-40,25598,-0.1563
愛媛県,女,10歳～14歳,-43,27863,-0.1543
愛媛県,女,15歳～19歳,-478,27075,-1.7655
愛媛県,女,20歳～24歳,-1504,23959,-6.2774
愛媛県,女,25歳～29歳,-596,25249,-2.3605
愛媛県,女,30歳～34歳,-141,29662,-0.4754
愛媛県,女,35歳～39歳,-112,35286,-0.3174
愛媛県,女,40歳～44歳,-87,40845,-0.213
愛媛県,女,45歳～49歳,-44,48031,-0.0916
愛媛県,女,50歳～54歳,-52,42151,-0.1234
愛媛県,女,55歳～59歳,4,42781,0.0093
愛媛県,女,60歳～64歳,51,45150,0.113
愛媛県,女,65歳～69歳,19,51671,0.0368
愛媛県,女,70歳～74歳,-26,58240,-0.0446
愛媛県,女,75歳～79歳,-26,44969,-0.0578
愛媛県,女,80歳～84歳,-49,38352,-0.1278
愛媛県,女,85歳～89歳,-61,31893,-0.1913
愛媛県,女,90歳以上,-63,26277,-0.2398
高知県,総数,0歳～4歳,-102,21909,-0.4656
高知県,総数,5歳～9歳,-130,25433,-0.5111
高知県,総数,10歳～14歳,-59,27604,-0.2137
高知県,総数,15歳～19歳,-430,29399,-1.4626
高知県,総数,20歳～24歳,-1319,25018,-5.2722
高知県,総数,25歳～29歳,-419,24879,-1.6842
高知県,総数,30歳～34歳,-149,28514,-0.5226
高知県,総数,35歳～39歳,-92,35188,-0.2615
高知県,総数,40歳～44歳,-41,41790,-0.0981
高知県,総数,45歳～49歳,-77,48761,-0.1579
高知県,総数,50歳～54歳,-60,40994,-0.1464
高知県,総数,55歳～59歳,24,42566,0.0564
高知県,総数,60歳～64歳,-3,45091,-0.0067
高知県,総数,65歳～69歳,37,51904,0.0713
高知県,総数,70歳～74歳,1,60090,0.0017
高知県,総数,75歳～79歳,-35,44447,-0.0787
高知県,総数,80歳～84歳,-8,35104,-0.0228
高知県,総数,85歳～89歳,-29,28662,-0.1012
高知県,総数,90歳以上,-26,21580,-0.1205
高知県,男,0歳～4歳,-68,11159,-0.6094
高知県,男,5歳～9歳,-67,12901,-0.5193
高知県,男,10歳～14歳,-23,14212,-0.1618
高知県,男,15歳～19歳,-268,15279,-1.754
高知県,男,20歳～24歳,-653,13072,-4.9954
高知県,男,25歳～29歳,-228,12711,-1.7937
高知県,男,30歳～34歳,-50,14122,-0.3541
高知県,男,35歳～39歳,-48,17469,-0.2748
高知県,男,40歳～44歳,-11,21058,-0.0522
高知県,男,45歳～49歳,-45,24174,-0.1862
高知県,男,50歳～54歳,-32,19728,-0.1622
高知県,男,55歳～59歳,40,20590,0.1943
高知県,男,60歳～64歳,16,21744,0.0736
高知県,男,65歳～69歳,30,24755,0.1212
高知県,男,70歳～74歳,0,28278,-0.0
高知県,男,75歳～79歳,-8,19177,-0.0417
高知県,男,80歳～84歳,2,13952,0.0143
高知県,男,85歳～89歳,-6,9709,-0.0618
高知県,男,90歳以上,-1,5106,-0.0196
高知県,女,0歳～4歳,-34,10750,-0.3163
高知県,女,5歳～9歳,-63,12532,-0.5027
高知県,女,10歳～14歳,-36,13392,-0.2688
高知県,女,15歳～19歳,-162,14120,-1.1473
高知県,女,20歳～24歳,-666,11946,-5.5751
高知県,女,25歳～29歳,-191,12168,-1.5697
高知県,女,30歳～34歳,-99,14392,-0.6879
高知県,女,35歳～39歳,-44,17719,-0.2483
高知県,女,40歳～44歳,-30,20732,-0.1447
高知県,女,45歳～49歳,-32,24587,-0.1302
高知県,女,50歳～54歳,-28,21266,-0.1317
高知県,女,55歳～59歳,-16,21976,-0.0728
高知県,女,60歳～64歳,-19,23347,-0.0814
高知県,女,65歳～69歳,7,27149,0.0258
高知県,女,70歳～74歳,1,31812,0.0031
高知県,女,75歳～79歳,-27,25270,-0.1068
高知県,女,80歳～84歳,-10,21152,-0.0473
高知県,女,85歳～89歳,-23,18953,-0.1214
高知県,女,90歳以上,-25,16474,-0.1518
福岡県,総数,0歳～4歳,702,204888,0.3426
福岡県,総数,5歳～9歳,661,227369,0.2907
福岡県,総数,10歳～14歳,391,229922,0.1701
福岡県,総数,15歳～19歳,1520,236939,0.6415
