都道府県,性別,年齢階級,転出超過数,人口,転出超過率(%)
福岡県,総数,20歳～24歳,-1694,251264,-0.6742
福岡県,総数,25歳～29歳,-908,243524,-0.3729
福岡県,総数,30歳～34歳,804,264980,0.3034
福岡県,総数,35歳～39歳,510,305695,0.1668
福岡県,総数,40歳～44歳,785,337699,0.2325
福岡県,総数,45歳～49歳,549,368781,0.1489
福岡県,総数,50歳～54歳,301,315729,0.0953
福岡県,総数,55歳～59歳,508,291110,0.1745
福岡県,総数,60歳～64歳,345,295632,0.1167
福岡県,総数,65歳～69歳,192,336618,0.057
福岡県,総数,70歳～74歳,148,358807,0.0412
福岡県,総数,75歳～79歳,108,259008,0.0417
福岡県,総数,80歳～84歳,-2,201229,-0.001
福岡県,総数,85歳～89歳,79,143980,0.0549
福岡県,総数,90歳以上,137,95500,0.1435
福岡県,男,0歳～4歳,324,104547,0.3099
福岡県,男,5歳～9歳,319,116658,0.2734
福岡県,男,10歳～14歳,150,117318,0.1279
福岡県,男,15歳～19歳,521,119940,0.4344
福岡県,男,20歳～24歳,-1512,125065,-1.209
福岡県,男,25歳～29歳,-445,117658,-0.3782
福岡県,男,30歳～34歳,514,129454,0.3971
福岡県,男,35歳～39歳,396,149607,0.2647
福岡県,男,40歳～44歳,437,165357,0.2643
福岡県,男,45歳～49歳,320,180696,0.1771
福岡県,男,50歳～54歳,97,151563,0.064
福岡県,男,55歳～59歳,277,138604,0.1998
福岡県,男,60歳～64歳,254,141577,0.1794
福岡県,男,65歳～69歳,111,159688,0.0695
福岡県,男,70歳～74歳,90,165256,0.0545
福岡県,男,75歳～79歳,46,111385,0.0413
福岡県,男,80歳～84歳,-29,78521,-0.0369
福岡県,男,85歳～89歳,21,47262,0.0444
福岡県,男,90歳以上,4,21847,0.0183
福岡県,女,0歳～4歳,378,100341,0.3767
福岡県,女,5歳～9歳,342,110711,0.3089
福岡県,女,10歳～14歳,241,112604,0.214
福岡県,女,15歳～19歳,999,116999,0.8539
福岡県,女,20歳～24歳,-182,126199,-0.1442
福岡県,女,25歳～29歳,-463,125866,-0.3679
福岡県,女,30歳～34歳,290,135526,0.214
福岡県,女,35歳～39歳,114,156088,0.073
福岡県,女,40歳～44歳,348,172342,0.2019
福岡県,女,45歳～49歳,229,188085,0.1218
福岡県,女,50歳～54歳,204,164166,0.1243
福岡県,女,55歳～59歳,231,152506,0.1515
福岡県,女,60歳～64歳,91,154055,0.0591
福岡県,女,65歳～69歳,81,176930,0.0458
福岡県,女,70歳～74歳,58,193551,0.03
福岡県,女,75歳～79歳,62,147623,0.042
福岡県,女,80歳～84歳,27,122708,0.022
福岡県,女,85歳～89歳,58,96718,0.06
福岡県,女,90歳以上,133,73653,0.1806
佐賀県,総数,0歳～4歳,177,32102,0.5514
佐賀県,総数,5歳～9歳,101,36891,0.2738
佐賀県,総数,10歳～14歳,39,39248,0.0994
佐賀県,総数,15歳～19歳,-606,39156,-1.5477
佐賀県,総数,20歳～24歳,-1174,33443,-3.5105
佐賀県,総数,25歳～29歳,-361,33518,-1.077
佐賀県,総数,30歳～34歳,-111,38254,-0.2902
佐賀県,総数,35歳～39歳,139,45369,0.3064
佐賀県,総数,40歳～44歳,136,50188,0.271
佐賀県,総数,45歳～49歳,59,52888,0.1116
佐賀県,総数,50歳～54歳,75,47794,0.1569
佐賀県,総数,55歳～59歳,70,49211,0.1422
佐賀県,総数,60歳～64歳,108,53758,0.2009
佐賀県,総数,65歳～69歳,101,61607,0.1639
佐賀県,総数,70歳～74歳,55,59209,0.0929
佐賀県,総数,75歳～79歳,11,42263,0.026
佐賀県,総数,80歳～84歳,6,35660,0.0168
佐賀県,総数,85歳～89歳,27,27539,0.098
佐賀県,総数,90歳以上,-3,19783,-0.0152
佐賀県,男,0歳～4歳,110,16511,0.6662
佐賀県,男,5歳～9歳,42,18914,0.2221
佐賀県,男,10歳～14歳,32,20130,0.159
佐賀県,男,15歳～19歳,-419,19918,-2.1036
佐賀県,男,20歳～24歳,-504,16366,-3.0796
佐賀県,男,25歳～29歳,-99,16855,-0.5874
佐賀県,男,30歳～34歳,-55,18743,-0.2934
佐賀県,男,35歳～39歳,79,22362,0.3533
佐賀県,男,40歳～44歳,102,24929,0.4092
佐賀県,男,45歳～49歳,26,26107,0.0996
佐賀県,男,50歳～54歳,76,22901,0.3319
佐賀県,男,55歳～59歳,73,23674,0.3084
佐賀県,男,60歳～64歳,62,25806,0.2403
佐賀県,男,65歳～69歳,76,29746,0.2555
佐賀県,男,70歳～74歳,42,28146,0.1492
佐賀県,男,75歳～79歳,6,17973,0.0334
佐賀県,男,80歳～84歳,7,13946,0.0502
佐賀県,男,85歳～89歳,4,9179,0.0436
佐賀県,男,90歳以上,10,4606,0.2171
佐賀県,女,0歳～4歳,67,15591,0.4297
佐賀県,女,5歳～9歳,59,17977,0.3282
佐賀県,女,10歳～14歳,7,19118,0.0366
佐賀県,女,15歳～19歳,-187,19238,-0.972
佐賀県,女,20歳～24歳,-670,17077,-3.9234
佐賀県,女,25歳～29歳,-262,16663,-1.5723
佐賀県,女,30歳～34歳,-56,19511,-0.287
佐賀県,女,35歳～39歳,60,23007,0.2608
佐賀県,女,40歳～44歳,34,25259,0.1346
佐賀県,女,45歳～49歳,33,26781,0.1232
佐賀県,女,50歳～54歳,-1,24893,-0.004
佐賀県,女,55歳～59歳,-3,25537,-0.0117
佐賀県,女,60歳～64歳,46,27952,0.1646
佐賀県,女,65歳～69歳,25,31861,0.0785
佐賀県,女,70歳～74歳,13,31063,0.0419
佐賀県,女,75歳～79歳,5,24290,0.0206
佐賀県,女,80歳～84歳,-1,21714,-0.0046
佐賀県,女,85歳～89歳,23,18360,0.1253
佐賀県,女,90歳以上,-13,15177,-0.0857
長崎県,総数,0歳～4歳,33,49118,0.0672
長崎県,総数,5歳～9歳,-111,56292,-0.1972
長崎県,総数,10歳～14歳,-38,58893,-0.0645
長崎県,総数,15歳～19歳,-1482,57928,-2.5583
長崎県,総数,20歳～24歳,-2185,47667,-4.5839
長崎県,総数,25歳～29歳,-858,50428,-1.7014
長崎県,総数,30歳～34歳,-374,59347,-0.6302
長崎県,総数,35歳～39歳,-233,69179,-0.3368
長崎県,総数,40歳～44歳,-95,77086,-0.1232
長崎県,総数,45歳～49歳,-82,86994,-0.0943
長崎県,総数,50歳～54歳,-43,80890,-0.0532
長崎県,総数,55歳～59歳,-4,84157,-0.0048
長崎県,総数,60歳～64歳,143,92401,0.1548
長崎県,総数,65歳～69歳,103,105939,0.0972
長崎県,総数,70歳～74歳,40,104328,0.0383
長崎県,総数,75歳～79歳,-32,73804,-0.0434
長崎県,総数,80歳～84歳,-116,64209,-0.1807
長崎県,総数,85歳～89歳,-167,48498,-0.3443
長崎県,総数,90歳以上,-106,33575,-0.3157
長崎県,男,0歳～4歳,-21,25216,-0.0833
長崎県,男,5歳～9歳,-31,28808,-0.1076
長崎県,男,10歳～14歳,-25,30314,-0.0825
長崎県,男,15歳～19歳,-839,29702,-2.8247
長崎県,男,20歳～24歳,-908,23697,-3.8317
長崎県,男,25歳～29歳,-413,25244,-1.636
長崎県,男,30歳～34歳,-182,29404,-0.619
長崎県,男,35歳～39歳,-157,33863,-0.4636
長崎県,男,40歳～44歳,-42,37771,-0.1112
長崎県,男,45歳～49歳,-14,42411,-0.033
長崎県,男,50歳～54歳,0,38408,-0.0
長崎県,男,55歳～59歳,15,40208,0.0373
長崎県,男,60歳～64歳,93,44477,0.2091
長崎県,男,65歳～69歳,94,51057,0.1841
長崎県,男,70歳～74歳,50,48911,0.1022
長崎県,男,75歳～79歳,23,31139,0.0739
長崎県,男,80歳～84歳,-24,25191,-0.0953
長崎県,男,85歳～89歳,-32,16431,-0.1948
長崎県,男,90歳以上,-24,7720,-0.3109
長崎県,女,0歳～4歳,54,23902,0.2259
長崎県,女,5歳～9歳,-80,27484,-0.2911
長崎県,女,10歳～14歳,-13,28579,-0.0455
長崎県,女,15歳～19歳,-643,28226,-2.278
長崎県,女,20歳～24歳,-1277,23970,-5.3275
長崎県,女,25歳～29歳,-445,25184,-1.767
長崎県,女,30歳～34歳,-192,29943,-0.6412
長崎県,女,35歳～39歳,-76,35316,-0.2152
長崎県,女,40歳～44歳,-53,39315,-0.1348
長崎県,女,45歳～49歳,-68,44583,-0.1525
長崎県,女,50歳～54歳,-43,42482,-0.1012
長崎県,女,55歳～59歳,-19,43949,-0.0432
長崎県,女,60歳～64歳,50,47924,0.1043
長崎県,女,65歳～69歳,9,54882,0.0164
長崎県,女,70歳～74歳,-10,55417,-0.018
長崎県,女,75歳～79歳,-55,42665,-0.1289
長崎県,女,80歳～84歳,-92,39018,-0.2358
長崎県,女,85歳～89歳,-135,32067,-0.421
長崎県,女,90歳以上,-82,25855,-0.3172
熊本県,総数,0歳～4歳,149,69041,0.2158
熊本県,総数,5歳～9歳,100,78543,0.1273
熊本県,総数,10歳～14歳,19,80782,0.0235
熊本県,総数,15歳～19歳,-819,79371,-1.0319
熊本県,総数,20歳～24歳,-1675,69827,-2.3988
熊本県,総数,25歳～29歳,-659,71763,-0.9183
熊本県,総数,30歳～34歳,8,83016,0.0096
熊本県,総数,35歳～39歳,59,97054,0.0608
熊本県,総数,40歳～44歳,43,106373,0.0404
熊本県,総数,45歳～49歳,-12,112345,-0.0107
熊本県,総数,50歳～54歳,96,101844,0.0943
熊本県,総数,55歳～59歳,137,106541,0.1286
熊本県,総数,60歳～64歳,172,116064,0.1482
熊本県,総数,65歳～69歳,98,129764,0.0755
熊本県,総数,70歳～74歳,86,128314,0.067
熊本県,総数,75歳～79歳,4,92608,0.0043
熊本県,総数,80歳～84歳,-30,80999,-0.037
熊本県,総数,85歳～89歳,-19,63319,-0.03
熊本県,総数,90歳以上,-90,45534,-0.1977
熊本県,男,0歳～4歳,99,35224,0.2811
熊本県,男,5歳～9歳,60,40390,0.1486
熊本県,男,10歳～14歳,32,41225,0.0776
熊本県,男,15歳～19歳,-563,40826,-1.379
熊本県,男,20歳～24歳,-654,34749,-1.8821
熊本県,男,25歳～29歳,-332,35403,-0.9378
熊本県,男,30歳～34歳,109,40814,0.2671
熊本県,男,35歳～39歳,44,47873,0.0919
熊本県,男,40歳～44歳,37,52642,0.0703
熊本県,男,45歳～49歳,1,55101,0.0018
熊本県,男,50歳～54歳,63,48527,0.1298
熊本県,男,55歳～59歳,57,50787,0.1122
熊本県,男,60歳～64歳,145,55927,0.2593
熊本県,男,65歳～69歳,80,62734,0.1275
熊本県,男,70歳～74歳,66,60885,0.1084
熊本県,男,75歳～79歳,36,40059,0.0899
熊本県,男,80歳～84歳,-5,32217,-0.0155
熊本県,男,85歳～89歳,-9,22066,-0.0408
熊本県,男,90歳以上,-24,11226,-0.2138
熊本県,女,0歳～4歳,50,33817,0.1479
熊本県,女,5歳～9歳,40,38153,0.1048
熊本県,女,10歳～14歳,-13,39557,-0.0329
熊本県,女,15歳～19歳,-256,38545,-0.6642
熊本県,女,20歳～24歳,-1021,35078,-2.9107
熊本県,女,25歳～29歳,-327,36360,-0.8993
熊本県,女,30歳～34歳,-101,42202,-0.2393
熊本県,女,35歳～39歳,15,49181,0.0305
熊本県,女,40歳～44歳,6,53731,0.0112
熊本県,女,45歳～49歳,-13,57244,-0.0227
熊本県,女,50歳～54歳,33,53317,0.0619
熊本県,女,55歳～59歳,80,55754,0.1435
熊本県,女,60歳～64歳,27,60137,0.0449
熊本県,女,65歳～69歳,18,67030,0.0269
熊本県,女,70歳～74歳,20,67429,0.0297
熊本県,女,75歳～79歳,-32,52549,-0.0609
熊本県,女,80歳～84歳,-25,48782,-0.0512
熊本県,女,85歳～89歳,-10,41253,-0.0242
熊本県,女,90歳以上,-66,34308,-0.1924
大分県,総数,0歳～4歳,-54,39991,-0.135
大分県,総数,5歳～9歳,-28,46097,-0.0607
大分県,総数,10歳～14歳,-37,49184,-0.0752
大分県,総数,15歳～19歳,-698,48706,-1.4331
大分県,総数,20歳～24歳,-2074,42772,-4.849
大分県,総数,25歳～29歳,-458,44004,-1.0408
大分県,総数,30歳～34歳,-125,50903,-0.2456
大分県,総数,35歳～39歳,69,59886,0.1152
大分県,総数,40歳～44歳,-7,69544,-0.0101
大分県,総数,45歳～49歳,38,75712,0.0502
大分県,総数,50歳～54歳,79,65569,0.1205
大分県,総数,55歳～59歳,104,65956,0.1577
大分県,総数,60歳～64歳,168,73475,0.2286
大分県,総数,65歳～69歳,125,84717,0.1476
大分県,総数,70歳～74歳,42,91083,0.0461
大分県,総数,75歳～79歳,-10,67123,-0.0149
大分県,総数,80歳～84歳,-33,54388,-0.0607
大分県,総数,85歳～89歳,-42,42173,-0.0996
大分県,総数,90歳以上,-31,29708,-0.1043
大分県,男,0歳～4歳,-28,20394,-0.1373
大分県,男,5歳～9歳,-9,23615,-0.0381
大分県,男,10歳～14歳,-12,25094,-0.0478
大分県,男,15歳～19歳,-331,25297,-1.3085
大分県,男,20歳～24歳,-846,21769,-3.8863
大分県,男,25歳～29歳,-88,22490,-0.3913
大分県,男,30歳～34歳,-76,25645,-0.2964
大分県,男,35歳～39歳,80,29924,0.2673
大分県,男,40歳～44歳,27,34919,0.0773
大分県,男,45歳～49歳,27,37453,0.0721
大分県,男,50歳～54歳,78,31621,0.2467
大分県,男,55歳～59歳,65,31425,0.2068
大分県,男,60歳～64歳,109,35036,0.3111
大分県,男,65歳～69歳,90,40524,0.2221
大分県,男,70歳～74歳,25,42557,0.0587
大分県,男,75歳～79歳,27,29168,0.0926
大分県,男,80歳～84歳,-6,21635,-0.0277
大分県,男,85歳～89歳,-10,14573,-0.0686
大分県,男,90歳以上,-8,7384,-0.1083
大分県,女,0歳～4歳,-26,19597,-0.1327
大分県,女,5歳～9歳,-19,22482,-0.0845
大分県,女,10歳～14歳,-25,24090,-0.1038
大分県,女,15歳～19歳,-367,23409,-1.5678
大分県,女,20歳～24歳,-1228,21003,-5.8468
大分県,女,25歳～29歳,-370,21514,-1.7198
大分県,女,30歳～34歳,-49,25258,-0.194
大分県,女,35歳～39歳,-11,29962,-0.0367
大分県,女,40歳～44歳,-34,34625,-0.0982
大分県,女,45歳～49歳,11,38259,0.0288
大分県,女,50歳～54歳,1,33948,0.0029
大分県,女,55歳～59歳,39,34531,0.1129
大分県,女,60歳～64歳,59,38439,0.1535
大分県,女,65歳～69歳,35,44193,0.0792
大分県,女,70歳～74歳,17,48526,0.035
大分県,女,75歳～79歳,-37,37955,-0.0975
大分県,女,80歳～84歳,-27,32753,-0.0824
大分県,女,85歳～89歳,-32,27600,-0.1159
大分県,女,90歳以上,-23,22324,-0.103
宮崎県,総数,0歳～4歳,64,41185,0.1554
宮崎県,総数,5歳～9歳,-43,48053,-0.0895
宮崎県,総数,10歳～14歳,19,50535,0.0376
宮崎県,総数,15歳～19歳,-1407,47347,-2.9717
宮崎県,総数,20歳～24歳,-1593,37831,-4.2108
宮崎県,総数,25歳～29歳,-473,40751,-1.1607
宮崎県,総数,30歳～34歳,36,48204,0.0747
宮崎県,総数,35歳～39歳,-10,58119,-0.0172
宮崎県,総数,40歳～44歳,65,65901,0.0986
宮崎県,総数,45歳～49歳,7,69907,0.01
宮崎県,総数,50歳～54歳,100,61273,0.1632
宮崎県,総数,55歳～59歳,62,65291,0.095
宮崎県,総数,60歳～64歳,99,73631,0.1345
宮崎県,総数,65歳～69歳,133,83262,0.1597
宮崎県,総数,70歳～74歳,108,83797,0.1289
宮崎県,総数,75歳～79歳,-18,59135,-0.0304
宮崎県,総数,80歳～84歳,-53,50866,-0.1042
宮崎県,総数,85歳～89歳,-86,39905,-0.2155
宮崎県,総数,90歳以上,-34,27578,-0.1233
宮崎県,男,0歳～4歳,28,20986,0.1334
宮崎県,男,5歳～9歳,1,24519,0.0041
宮崎県,男,10歳～14歳,17,25890,0.0657
宮崎県,男,15歳～19歳,-832,24315,-3.4218
宮崎県,男,20歳～24歳,-592,18875,-3.1364
宮崎県,男,25歳～29歳,-271,20499,-1.322
宮崎県,男,30歳～34歳,18,23489,0.0766
宮崎県,男,35歳～39歳,-17,28207,-0.0603
宮崎県,男,40歳～44歳,64,32503,0.1969
宮崎県,男,45歳～49歳,-11,34158,-0.0322
宮崎県,男,50歳～54歳,95,29307,0.3242
宮崎県,男,55歳～59歳,61,31140,0.1959
宮崎県,男,60歳～64歳,68,35171,0.1933
宮崎県,男,65歳～69歳,85,40011,0.2124
宮崎県,男,70歳～74歳,83,39184,0.2118
宮崎県,男,75歳～79歳,16,25867,0.0619
宮崎県,男,80歳～84歳,2,20389,0.0098
宮崎県,男,85歳～89歳,-28,14010,-0.1999
宮崎県,男,90歳以上,-6,6679,-0.0898
宮崎県,女,0歳～4歳,36,20199,0.1782
宮崎県,女,5歳～9歳,-44,23534,-0.187
宮崎県,女,10歳～14歳,2,24645,0.0081
宮崎県,女,15歳～19歳,-575,23032,-2.4965
宮崎県,女,20歳～24歳,-1001,18956,-5.2806
宮崎県,女,25歳～29歳,-202,20252,-0.9974
宮崎県,女,30歳～34歳,18,24715,0.0728
宮崎県,女,35歳～39歳,7,29912,0.0234
宮崎県,女,40歳～44歳,1,33398,0.003
宮崎県,女,45歳～49歳,18,35749,0.0504
宮崎県,女,50歳～54歳,5,31966,0.0156
宮崎県,女,55歳～59歳,1,34151,0.0029
宮崎県,女,60歳～64歳,31,38460,0.0806
宮崎県,女,65歳～69歳,48,43251,0.111
宮崎県,女,70歳～74歳,25,44613,0.056
宮崎県,女,75歳～79歳,-34,33268,-0.1022
宮崎県,女,80歳～84歳,-55,30477,-0.1805
宮崎県,女,85歳～89歳,-58,25895,-0.224
宮崎県,女,90歳以上,-28,20899,-0.134
鹿児島県,総数,0歳～4歳,42,60923,0.0689
鹿児島県,総数,5歳～9歳,-51,71028,-0.0718
鹿児島県,総数,10歳～14歳,-143,73430,-0.1947
鹿児島県,総数,15歳～19歳,-2669,69177,-3.8582
鹿児島県,総数,20歳～24歳,-1990,54238,-3.669
鹿児島県,総数,25歳～29歳,-687,58780,-1.1688
鹿児島県,総数,30歳～34歳,-239,71089,-0.3362
鹿児島県,総数,35歳～39歳,53,85950,0.0617
鹿児島県,総数,40歳～44歳,-13,93195,-0.0139
鹿児島県,総数,45歳～49歳,44,97009,0.0454
鹿児島県,総数,50歳～54歳,152,90651,0.1677
鹿児島県,総数,55歳～59歳,248,98561,0.2516
鹿児島県,総数,60歳～64歳,261,113544,0.2299
鹿児島県,総数,65歳～69歳,205,126472,0.1621
鹿児島県,総数,70歳～74歳,46,117065,0.0393
鹿児島県,総数,75歳～79歳,23,83745,0.0275
鹿児島県,総数,80歳～84歳,-58,75138,-0.0772
鹿児島県,総数,85歳～89歳,-106,59900,-0.177
鹿児島県,総数,90歳以上,-121,43571,-0.2777
鹿児島県,男,0歳～4歳,8,31117,0.0257
鹿児島県,男,5歳～9歳,-18,36492,-0.0493
鹿児島県,男,10歳～14歳,-44,38033,-0.1157
鹿児島県,男,15歳～19歳,-1576,35044,-4.4972
鹿児島県,男,20歳～24歳,-709,26104,-2.7161
鹿児島県,男,25歳～29歳,-186,28190,-0.6598
鹿児島県,男,30歳～34歳,-31,33981,-0.0912
鹿児島県,男,35歳～39歳,112,41259,0.2715
鹿児島県,男,40歳～44歳,16,44996,0.0356
鹿児島県,男,45歳～49歳,69,47150,0.1463
鹿児島県,男,50歳～54歳,133,42932,0.3098
鹿児島県,男,55歳～59歳,193,47061,0.4101
鹿児島県,男,60歳～64歳,199,54974,0.362
鹿児島県,男,65歳～69歳,181,62204,0.291
鹿児島県,男,70歳～74歳,80,56533,0.1415
鹿児島県,男,75歳～79歳,47,36919,0.1273
鹿児島県,男,80歳～84歳,7,30036,0.0233
鹿児島県,男,85歳～89歳,-22,20678,-0.1064
鹿児島県,男,90歳以上,-11,10245,-0.1074
鹿児島県,女,0歳～4歳,34,29806,0.1141
鹿児島県,女,5歳～9歳,-33,34536,-0.0956
鹿児島県,女,10歳～14歳,-99,35397,-0.2797
鹿児島県,女,15歳～19歳,-1093,34133,-3.2022
鹿児島県,女,20歳～24歳,-1281,28134,-4.5532
鹿児島県,女,25歳～29歳,-501,30590,-1.6378
鹿児島県,女,30歳～34歳,-208,37108,-0.5605
鹿児島県,女,35歳～39歳,-59,44691,-0.132
鹿児島県,女,40歳～44歳,-29,48199,-0.0602
鹿児島県,女,45歳～49歳,-25,49859,-0.0501
鹿児島県,女,50歳～54歳,19,47719,0.0398
鹿児島県,女,55歳～59歳,55,51500,0.1068
鹿児島県,女,60歳～64歳,62,58570,0.1059
鹿児島県,女,65歳～69歳,24,64268,0.0373
鹿児島県,女,70歳～74歳,-34,60532,-0.0562
鹿児島県,女,75歳～79歳,-24,46826,-0.0513
鹿児島県,女,80歳～84歳,-65,45102,-0.1441
鹿児島県,女,85歳～89歳,-84,39222,-0.2142
鹿児島県,女,90歳以上,-110,33326,-0.3301
沖縄県,総数,0歳～4歳,170,77334,0.2198
沖縄県,総数,5歳～9歳,79,83417,0.0947
沖縄県,総数,10歳～14歳,-149,82495,-0.1806
沖縄県,総数,15歳～19歳,-1565,77793,-2.0117
沖縄県,総数,20歳～24歳,-1456,70129,-2.0762
沖縄県,総数,25歳～29歳,477,74283,0.6421
沖縄県,総数,30歳～34歳,380,83589,0.4546
沖縄県,総数,35歳～39歳,363,93102,0.3899
沖縄県,総数,40歳～44歳,45,97729,0.046
沖縄県,総数,45歳～49歳,159,105634,0.1505
沖縄県,総数,50歳～54歳,141,91717,0.1537
沖縄県,総数,55歳～59歳,166,87414,0.1899
沖縄県,総数,60歳～64歳,329,89764,0.3665
沖縄県,総数,65歳～69歳,194,94371,0.2056
沖縄県,総数,70歳～74歳,61,74778,0.0816
沖縄県,総数,75歳～79歳,39,50952,0.0765
沖縄県,総数,80歳～84歳,-2,48373,-0.0041
沖縄県,総数,85歳～89歳,1,33465,0.003
沖縄県,総数,90歳以上,9,22769,0.0395
沖縄県,男,0歳～4歳,124,39644,0.3128
沖縄県,男,5歳～9歳,72,42335,0.1701
沖縄県,男,10歳～14歳,-68,42031,-0.1618
沖縄県,男,15歳～19歳,-705,39930,-1.7656
沖縄県,男,20歳～24歳,-755,35854,-2.1058
沖縄県,男,25歳～29歳,268,37373,0.7171
沖縄県,男,30歳～34歳,161,41544,0.3875
沖縄県,男,35歳～39歳,182,45949,0.3961
沖縄県,男,40歳～44歳,24,48695,0.0493
沖縄県,男,45歳～49歳,141,53227,0.2649
沖縄県,男,50歳～54歳,115,45856,0.2508
沖縄県,男,55歳～59歳,113,43872,0.2576
沖縄県,男,60歳～64歳,195,44961,0.4337
沖縄県,男,65歳～69歳,130,47299,0.2748
沖縄県,男,70歳～74歳,53,36811,0.144
沖縄県,男,75歳～79歳,26,23443,0.1109
沖縄県,男,80歳～84歳,-2,20474,-0.0098
沖縄県,男,85歳～89歳,-5,12437,-0.0402
沖縄県,男,90歳以上,-3,5608,-0.0535
沖縄県,女,0歳～4歳,46,37690,0.122
沖縄県,女,5歳～9歳,7,41082,0.017
沖縄県,女,10歳～14歳,-81,40464,-0.2002
沖縄県,女,15歳～19歳,-860,37863,-2.2713
沖縄県,女,20歳～24歳,-701,34275,-2.0452
沖縄県,女,25歳～29歳,209,36910,0.5662
沖縄県,女,30歳～34歳,219,42045,0.5209
沖縄県,女,35歳～39歳,181,47153,0.3839
沖縄県,女,40歳～44歳,21,49034,0.0428
沖縄県,女,45歳～49歳,18,52407,0.0343
沖縄県,女,50歳～54歳,26,45861,0.0567
沖縄県,女,55歳～59歳,53,43542,0.1217
沖縄県,女,60歳～64歳,134,44803,0.2991
沖縄県,女,65歳～69歳,64,47072,0.136
沖縄県,女,70歳～74歳,8,37967,0.0211
沖縄県,女,75歳～79歳,13,27509,0.0473
沖縄県,女,80歳～84歳,0,27899,-0.0
沖縄県,女,85歳～89歳,6,21028,0.0285
沖縄県,女,90歳以上,12,17161,0.0699
